메이커,모델,스펙,배기량,기통,변속기,연료,CITY연비,HWY연비,CO2배출량
KIA,CADENZA,FULL_SIZE,3.3,6,CVT,휘발유,8.6,11.8,238
KIA,FORTE,MID_SIZE,2,4,CVT,휘발유,13,16.9,164
KIA,FORTE,MID_SIZE,2,4,MT,휘발유,11.6,15.6,180
KIA,NIRO,STATION WAGON ,1.6,4,AT,휘발유,21.7,19.6,114
KIA,NIRO,STATION WAGON ,1.6,4,AT,휘발유,22.2,20.8,110
KIA,NIRO,STATION WAGON ,1.6,4,AT,휘발유,19.6,17.2,129
KIA,OPTIMA,FULL_SIZE,2,4,CVT,휘발유,8.9,12.7,230
KIA,OPTIMA,FULL_SIZE,2.4,4,CVT,휘발유,10.5,14.1,199
KIA,OPTIMA_HYBRID,MID_SIZE,2,4,AT,휘발유,16.4,19.2,133
KIA,RIO,COMPACT,1.6,4,CVT,휘발유,11.8,15.6,177
KIA,RIO,COMPACT,1.6,4,MT,휘발유,12,15.6,175
KIA,SEDONA,MINIVAN,3.3,6,CVT,휘발유,7.9,10,272
KIA,SORENTO,SUV ,2.4,4,CVT,휘발유,9.3,12.2,225
KIA,SORENTO,SUV ,2.4,4,CVT,휘발유,8.9,11.1,242
KIA,SORENTO,SUV ,3.3,6,CVT,휘발유,8,10.3,265
KIA,SOUL,STATION WAGON ,1.6,4,AT,휘발유,11,13,199
KIA,SOUL,STATION WAGON ,1.6,4,CVT,휘발유,11.1,13.2,198
KIA,SOUL,STATION WAGON ,2,4,CVT,휘발유,10.5,12.8,206
KIA,SPORTAGE,SUV ,2.4,4,CVT,휘발유,9.7,12.8,218
KIA,SPORTAGE,SUV ,2,4,CVT,휘발유,8.4,9.8,263
KIA,SPORTAGE,SUV ,2.4,4,CVT,휘발유,8.8,10.5,247
KIA,STINGER,MID_SIZE,2,4,CVT,고급유,9,12.3,229
KIA,STINGER,MID_SIZE,3.3,6,CVT,고급유,7.4,10.4,279
KIA,FORTE,MID_SIZE,1.6,4,AT,휘발유,11.5,15.2,184
KIA,FORTE,MID_SIZE,2,4,CVT,휘발유,12.7,16.9,165
KIA,FORTE,MID_SIZE,2,4,MT,휘발유,11.6,15.6,180
KIA,FORTE,FULL_SIZE,1.6,4,AT,휘발유,11.2,14.5,190
KIA,FORTE,FULL_SIZE,2,4,CVT,휘발유,12.5,16.7,169
KIA,NIRO,STATION WAGON ,1.6,4,AT,휘발유,21.7,19.6,114
KIA,NIRO,STATION WAGON ,1.6,,AT,휘발유,22.2,20.8,110
KIA,NIRO,STATION WAGON ,1.6,4,AT,휘발유,19.6,17.2,129
KIA,OPTIMA,FULL_SIZE,2.4,4,CVT,휘발유,10.5,14.1,199
KIA,OPTIMA_HYBRID,MID_SIZE,2,4,AT,휘발유,16.9,19.2,132
KIA,RIO,COMPACT,1.6,4,CVT,휘발유,13.9,16.9,151
KIA,RIO,COMPACT,1.6,4,MT,휘발유,12.8,16.7,167
KIA,SEDONA,MINIVAN,3.3,6,CVT,휘발유,7.9,10.1,271
KIA,SORENTO,SUV ,2.4,4,CVT,휘발유,8.9,11.1,242
KIA,SORENTO,SUV ,3.3,6,CVT,휘발유,8.1,10.5,261
KIA,SOUL,STATION WAGON ,2,4,CVT,휘발유,11.6,14.1,188
KIA,SOUL,STATION WAGON ,2,4,MT,휘발유,10.4,13.2,206
KIA,SPORTAGE,SUV ,2.4,4,CVT,휘발유,9.9,13.2,214
KIA,SPORTAGE,SUV ,2,4,CVT,휘발유,8.3,10.4,261
KIA,SPORTAGE,SUV ,2.4,4,CVT,휘발유,9.3,11,239
KIA,STINGER,MID_SIZE,3.3,6,CVT,고급유,7.4,10.4,279
KIA,TELLURIDE,SUV ,3.8,6,CVT,휘발유,8,10.4,264
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.4,7.8,421
LAMBORGHINI,GALLARDO,TWO_SEATER,5.2,10,AT,고급유,5.6,7.8,361
LAMBORGHINI,GALLARDO,TWO_SEATER,5.2,10,MT,고급유,4.9,7.4,400
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.5,7.9,412
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.2,6.9,453
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,6,8.5,334
LAMBORGHINI,VENENO,TWO_SEATER,6.5,12,AT,고급유,4.5,7.2,423
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.5,7.9,420
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.2,7.1,452
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,6.1,8.8,331
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.9,8.5,340
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.5,7.9,428
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.2,6.9,461
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.3,7.4,438
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.2,6.9,461
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,6.1,8.8,331
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.9,8.5,340
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.2,7.1,454
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.1,6.9,464
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.2,7.1,454
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,4.1,6.9,464
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,6,8.8,336
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.8,8.2,349
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,6,8.5,337
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.8,8.1,350
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,3.8,6.4,487
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,3.8,6.3,493
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.5,7.6,366
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.6,7.7,370
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.5,7.6,366
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.6,7.7,370
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.6,7.7,370
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.6,7.7,370
LAMBORGHINI,URUS,SUV ,4,8,CVT,고급유,5.2,7.1,384
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,3.8,6.5,485
LAMBORGHINI,AVENTADOR,TWO_SEATER,6.5,12,AT,고급유,1,6.3,493
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.6,7.8,370
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.6,7.8,370
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.6,7.8,370
LAMBORGHINI,HURACAN,TWO_SEATER,5.2,10,AT,고급유,5.6,7.8,370
LAMBORGHINI,URUS,SUV ,4,8,CVT,고급유,5.2,7.1,384
LAND ROVER,LR2,SUV ,2,4,CVT,고급유,7.4,10.1,274
LAND ROVER,LR4,SUV ,3,6,CVT,고급유,6.1,8.1,334
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.8,12.7,225
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.8,12.7,225
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.6,8.2,354
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.8,8,347
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7,9.8,285
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7,9.8,285
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.8,8.2,345
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,6,8.1,338
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.1,9.9,283
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.1,9.9,283
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.6,8.2,354
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.8,8,347
LAND ROVER,LR2,SUV ,2,4,CVT,고급유,7.4,10.1,274
LAND ROVER,LR4,SUV ,3,6,CVT,고급유,6.2,8.3,329
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.2,9.6,283
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.8,8,347
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.8,8,347
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.8,12.7,223
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.8,12.7,223
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.1,9.5,285
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,6,8.1,338
LAND ROVER,DISCOVERY,SUV ,2,4,CVT,고급유,8.4,11.1,248
LAND ROVER,LR4,SUV ,3,6,CVT,고급유,6.2,8.3,336
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7,9.8,291
LAND ROVER,RANGE,SUV ,3,6,CVT,경유,9.4,12.3,254
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.8,8,356
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.8,8,356
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7,9.8,291
LAND ROVER,RANGE,SUV ,3,6,CVT,경유,9.4,12.3,254
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,6,8.1,344
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.8,12.7,229
LAND ROVER,DISCOVERY,SUV ,2,4,CVT,고급유,8.3,10.9,252
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.8,12.5,231
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.3,11.8,243
LAND ROVER,DISCOVERY,SUV ,2,4,CVT,고급유,8.8,10.8,246
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,9.2,12.5,225
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.9,12.2,231
LAND ROVER,RANGE,SUV ,2,4,CVT,경유,10.9,12.8,229
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.7,10,273
LAND ROVER,DISCOVERY,SUV ,3,6,CVT,고급유,6.8,8.8,311
LAND ROVER,DISCOVERY,SUV ,3,6,CVT,경유,8.8,10.9,279
LAND ROVER,DISCOVERY,SUV ,2,4,CVT,고급유,8.8,10.8,246
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.1,9.7,291
LAND ROVER,RANGE,SUV ,3,6,CVT,경유,9.3,12,256
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,6.9,8.8,305
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.6,7.9,365
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.1,9.7,291
LAND ROVER,RANGE,SUV ,3,6,CVT,경유,9.3,12,256
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,7.1,9.3,294
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,9.2,12.5,225
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.9,12.2,231
LAND ROVER,RANGE,SUV ,2,4,CVT,경유,10.9,12.8,229
LAND ROVER,RANGE,SUV ,2,4,CVT,고급유,8.5,10.9,248
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.7,10,273
LAND ROVER,DISCOVERY,SUV ,3,6,CVT,고급유,6.8,8.8,311
LAND ROVER,DISCOVERY,SUV ,3,6,CVT,경유,8.8,10.9,279
LAND ROVER,DISCOVERY,SUV ,2,4,CVT,고급유,7.9,10.3,266
LAND ROVER,DISCOVERY,SUV ,2,4,CVT,고급유,8.1,10.2,262
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,8.2,10.6,258
LAND ROVER,RANGE,SUV ,3,6,CVT,경유,9.3,12,256
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,6.9,8.9,305
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,6.9,8.8,305
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.8,7.9,354
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,5.6,7.9,365
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.9,10.4,264
LAND ROVER,RANGE,SUV ,3,6,CVT,경유,9.3,12,256
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,7.1,9.3,294
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,6.2,8.3,336
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.5,11.5,245
LAND ROVER,RANGE_EVOQUE,SUV ,2,4,CVT,고급유,8.8,11.2,242
LAND ROVER,RANGE,SUV ,2,4,CVT,고급유,8.9,11.2,238
LAND ROVER,RANGE,SUV ,2,4,CVT,고급유,8.5,10.9,248
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.7,10,273
LAND ROVER,RANGE,SUV ,3,6,CVT,고급유,7.7,10,273
LAND ROVER,RANGE,SUV ,5,8,CVT,고급유,6.6,8.7,318
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5,8,AT,에탄올,4,5.92,342
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3,6,AT,에탄올,5.15,6.71,278
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,8,AT,에탄올,4.17,6.02,331
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,6,AT,에탄올,5.15,6.76,277
LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,8,AT,에탄올,4,5.92,342
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5,8,AT,에탄올,4,5.92,342
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5,8,AT,에탄올,4,5.92,342
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5,8,AT,에탄올,4.17,6.02,331
LEXUS,CT,COMPACT,1.8,4,CVT,휘발유,18.2,17.2,129
LEXUS,ES,MID_SIZE,2.5,4,CVT,휘발유,17.2,16.1,138
LEXUS,ES,MID_SIZE,3.5,6,CVT,휘발유,8.8,13.2,221
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8.3,12,239
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8,11,253
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,13,13.5,175
LEXUS,GX,SUV ,4.6,8,CVT,고급유,6.4,8.5,320
LEXUS,IS,COMPACT,2.5,6,CVT,고급유,8.9,12.8,223
LEXUS,IS,COMPACT,2.5,6,CVT,고급유,8.5,11.5,239
LEXUS,IS,SUBCOMPACT,2.5,6,CVT,고급유,8.9,12.8,223
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8.2,11.5,244
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8,11,253
LEXUS,IS,SUBCOMPACT,3.5,6,CVT,고급유,8.3,11.5,244
LEXUS,IS,SUBCOMPACT,5,8,CVT,고급유,6.8,9.9,290
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.9,10.4,283
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.6,9.7,297
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.6,9.7,297
LEXUS,LS,MID_SIZE,5,8,CVT,고급유,8.3,9.3,262
LEXUS,LX,SUV ,5.7,8,CVT,고급유,5.3,7.4,380
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,7.5,10.2,269
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,7.9,11,255
LEXUS,RX,SUV ,3.5,6,CVT,고급유,12.7,11.6,189
LEXUS,CT,COMPACT,1.8,4,CVT,휘발유,18.2,16.9,131
LEXUS,ES,MID_SIZE,2.5,4,CVT,휘발유,17.2,16.4,136
LEXUS,ES,MID_SIZE,3.5,6,CVT,휘발유,8.8,13.3,221
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8.1,11.8,244
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,7.9,11,253
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,12.5,14.5,172
LEXUS,GX,SUV ,4.6,8,CVT,고급유,6.4,8.5,320
LEXUS,IS,COMPACT,2.5,6,CVT,고급유,9,12.8,221
LEXUS,IS,COMPACT,2.5,6,CVT,고급유,8.5,11.5,239
LEXUS,IS,SUBCOMPACT,2.5,6,CVT,고급유,8.9,12.8,221
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8.1,11.8,244
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,7.9,11,253
LEXUS,IS,SUBCOMPACT,3.5,6,CVT,고급유,8.2,11.5,244
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.9,10.4,283
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.6,9.8,297
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.6,9.8,297
LEXUS,LS,MID_SIZE,5,8,CVT,고급유,7.9,9.9,264
LEXUS,LX,SUV ,5.7,8,CVT,고급유,5.3,7.4,382
LEXUS,NX,SUV ,2,4,CVT,고급유,9.4,11.9,221
LEXUS,NX,SUV ,2,4,CVT,고급유,9.3,11.4,228
LEXUS,NX,SUV ,2.5,4,CVT,휘발유,14.1,13,170
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,8.1,11.8,244
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,7.9,11,253
LEXUS,RC,SUBCOMPACT,5,8,CVT,고급유,6.6,10.5,290
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,7.5,10.2,269
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,7.9,11,255
LEXUS,RX,SUV ,3.5,6,CVT,고급유,12.5,11.8,189
LEXUS,CT,COMPACT,1.8,4,CVT,휘발유,18.2,16.9,132
LEXUS,ES,MID_SIZE,2.5,4,CVT,휘발유,17.2,16.4,139
LEXUS,ES,MID_SIZE,3.5,6,CVT,휘발유,8.8,13.2,225
LEXUS,GS,MID_SIZE,2,4,CVT,고급유,9.4,13.9,212
LEXUS,GS,MID_SIZE,2,4,CVT,고급유,8.8,12.8,227
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8.4,12.3,237
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8.1,11.1,254
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8,11.6,251
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,12.3,14.5,177
LEXUS,GS,COMPACT,5,8,CVT,고급유,6.7,10.3,293
LEXUS,GX,SUV ,4.6,8,CVT,고급유,6.4,8.5,322
LEXUS,IS,COMPACT,2,4,CVT,고급유,9.4,13.9,212
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,7.9,10.9,258
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8.1,11.8,246
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,7.9,10.9,258
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.9,10.4,286
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.6,9.8,303
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.6,9.8,303
LEXUS,LS,MID_SIZE,5,8,CVT,고급유,7.9,9.9,268
LEXUS,LX,SUV ,5.7,8,CVT,고급유,5.5,7.8,371
LEXUS,NX,SUV ,2,4,CVT,고급유,9.4,11.9,225
LEXUS,NX,SUV ,2,4,CVT,고급유,9.3,11.4,231
LEXUS,NX,SUV ,2.5,4,CVT,휘발유,14.1,13,172
LEXUS,RC,SUBCOMPACT,2,4,CVT,고급유,9.4,13.5,214
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,7.9,10.9,258
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,8.1,11.8,246
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,7.9,10.9,258
LEXUS,RC,SUBCOMPACT,5,8,CVT,고급유,6.6,10.5,289
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,8.2,11.2,251
LEXUS,RX,SUV ,3.5,6,CVT,고급유,13,12.2,186
LEXUS,CT,COMPACT,1.8,4,CVT,휘발유,18.2,16.9,132
LEXUS,ES,MID_SIZE,2.5,4,CVT,휘발유,17.2,16.4,139
LEXUS,ES,MID_SIZE,3.5,6,CVT,휘발유,8.8,13,226
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8.1,10.9,257
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,12.5,14.5,176
LEXUS,GS,COMPACT,5,8,CVT,고급유,6.7,10.3,293
LEXUS,GX,SUV ,4.6,8,CVT,고급유,6.3,7.8,341
LEXUS,IS,COMPACT,2,4,CVT,고급유,9.4,13.7,214
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,7.9,10.9,258
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,7.9,10.9,258
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.6,9.7,303
LEXUS,LS,MID_SIZE,4.6,8,CVT,고급유,6.6,9.7,303
LEXUS,LX,SUV ,5.7,8,CVT,고급유,5.5,7.7,372
LEXUS,NX,SUV ,2,4,CVT,고급유,9.3,11.8,226
LEXUS,NX,SUV ,2,4,CVT,고급유,9.3,11.2,232
LEXUS,NX,SUV ,2.5,4,CVT,휘발유,13.9,12.7,176
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,7.9,10.9,258
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,7.9,10.9,258
LEXUS,RC,SUBCOMPACT,5,8,CVT,고급유,6.6,10.5,289
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,8.2,11.1,252
LEXUS,RX,SUV ,3.5,6,CVT,고급유,13.3,11.9,185
LEXUS,ES,MID_SIZE,2.5,4,CVT,휘발유,17.2,16.4,139
LEXUS,ES,MID_SIZE,3.5,6,CVT,휘발유,8.8,13,226
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8,10.9,257
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,12.5,14.5,176
LEXUS,GS,COMPACT,5,8,CVT,고급유,6.7,10.3,293
LEXUS,GX,SUV ,4.6,8,CVT,고급유,6.3,7.8,341
LEXUS,IS,COMPACT,2,4,CVT,고급유,9.4,13.7,214
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8.1,11,254
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8.1,11,254
LEXUS,LC,SUBCOMPACT,5,8,CVT,고급유,6.8,10.9,286
LEXUS,LC,SUBCOMPACT,3.5,6,CVT,고급유,11.2,14.3,187
LEXUS,LS,MID_SIZE,3.4,6,CVT,고급유,8.2,12.8,240
LEXUS,LS,MID_SIZE,3.4,6,CVT,고급유,7.7,11.5,259
LEXUS,LS,MID_SIZE,3.5,6,CVT,고급유,10.6,14.1,195
LEXUS,LS,MID_SIZE,3.5,6,CVT,고급유,9.7,13.2,211
LEXUS,LX,SUV ,5.7,8,CVT,고급유,5.5,7.8,371
LEXUS,NX,SUV ,2,4,CVT,고급유,9.4,11.8,226
LEXUS,NX,SUV ,2,4,CVT,고급유,9.3,11.2,232
LEXUS,NX,SUV ,2.5,4,CVT,휘발유,13.9,12.7,176
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,7.6,10.2,262
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,7.6,10.2,262
LEXUS,RC,SUBCOMPACT,5,8,CVT,고급유,6.6,10.5,289
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,8.2,11.1,252
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,7.6,10.6,268
LEXUS,RX,SUV ,3.5,6,CVT,고급유,13.3,11.9,185
LEXUS,ES,MID_SIZE,2.5,4,CVT,휘발유,18.2,19.2,124
LEXUS,ES,MID_SIZE,3.5,6,CVT,휘발유,9.4,13.9,211
LEXUS,ES,MID_SIZE,3.5,6,CVT,휘발유,9.2,13.3,219
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8.1,11,254
LEXUS,GS,COMPACT,5,8,CVT,고급유,6.7,10.3,293
LEXUS,GX,SUV ,4.6,8,CVT,고급유,6.3,7.8,341
LEXUS,IS,COMPACT,2,4,CVT,고급유,9.1,13.2,220
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8.1,11,254
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8.1,11,254
LEXUS,LC,SUBCOMPACT,5,8,CVT,고급유,6.6,10.5,294
LEXUS,LC,SUBCOMPACT,3.5,6,CVT,고급유,11.1,14.1,189
LEXUS,LS,MID_SIZE,3.4,6,CVT,고급유,7.6,11.5,261
LEXUS,LS,MID_SIZE,3.5,6,CVT,고급유,9.7,13,214
LEXUS,LX,SUV ,5.7,8,CVT,고급유,5.5,7.8,371
LEXUS,NX,SUV ,2,4,CVT,고급유,9.3,11.8,226
LEXUS,NX,SUV ,2,4,CVT,고급유,9.3,11.2,232
LEXUS,NX,SUV ,2.5,4,CVT,휘발유,13.9,12.7,176
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,7.6,10.2,262
LEXUS,RC,SUBCOMPACT,3.5,6,CVT,고급유,7.6,10.2,262
LEXUS,RC,SUBCOMPACT,5,8,CVT,고급유,6.6,10.5,289
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,8.2,11.1,252
LEXUS,RX,SUV ,3.5,6,CVT,휘발유,7.6,10.6,268
LEXUS,RX,SUV ,3.5,6,CVT,고급유,13.3,11.9,185
LEXUS,RX,SUV ,3.5,6,CVT,고급유,12.3,11.9,190
LEXUS,UX,MID_SIZE,2,4,CVT,휘발유,12.5,15.9,168
LEXUS,UX,COMPACT,2,4,CVT,휘발유,18.2,17.5,130
LEXUS,UX,COMPACT,2,4,CVT,휘발유,17.5,16.1,140
LEXUS,ES_300H,MID_SIZE,2.5,4,CVT,휘발유,18.2,19.2,124
LEXUS,ES_350,MID_SIZE,3.5,6,CVT,휘발유,9.3,13.9,213
LEXUS,ES_350,MID_SIZE,3.5,6,CVT,휘발유,9.2,13.3,219
LEXUS,GS,MID_SIZE,3.5,6,CVT,고급유,8.1,11,254
LEXUS,GS,COMPACT,5,8,CVT,고급유,6.7,10.3,293
LEXUS,GX,SUV ,4.6,8,CVT,고급유,6.2,8.1,337
LEXUS,IS,COMPACT,2,4,CVT,고급유,9.1,13.2,220
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8.1,11,254
LEXUS,IS,COMPACT,3.5,6,CVT,고급유,8.1,11,254
LEXUS,LC,SUBCOMPACT,5,8,CVT,고급유,6.6,10.5,294
LEXUS,LC,SUBCOMPACT,3.5,6,CVT,고급유,11.1,14.1,189
LEXUS,LS,MID_SIZE,3.4,6,CVT,고급유,7.6,11.5,262
